"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.02471260541858","2.31184507568349","2.0460473401752","1.01332959891398","0.511745152518671","0.600647997626688","0.409542244050562","0.504442024477458","0.482985087638275","0.413225218247998","0.436768307693886","0.394109778368141","0.297102597562117","0.286699750560853","0.271444053932709","0.274090563838244","0.236461904275256","0.234518225353183","0.235535964515666","0.215950200293684","0.200922093744124","0.213986949571528","0.211780494067582","0.192981424467451","0.187469202833825","0.183084614268712","0.161315001506224","0.150519124163887","0.148588237015417","0.146595818564813","","",
"American Samoa","ASM","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.289967103902928","0.287578777316459","0.366390144565809","0.293066565011888","0.268980178662269","0.297502098402296","0.284203260110642","0.274352032620921","0.285840372679262","0.280284689470824","0.258066408801214","0.280430153513297","0.304554827372644","0.295990410003618","0.265888147219415","0.248182073144725","0.229237668353922","0.213466013064239","0.218586735926864","0.714423771447485","0.270028326477942","0.29734910138134","0.39507876942454","0.273228682776758","0.272373129749108","0.276906579606085","0.265552969818134","0.26409486103375","0.246147555739104","0.23513102584077","","",
"Australia","AUS","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.888790749009162","0.858826644484037","0.841217768474966","0.805741363242428","0.780112469220202","0.766105820915992","0.745829404115494","0.722646223240656","0.724463152370931","0.696513586519212","0.672625280898876","0.649109138826645","0.624674901888236","0.593850689161747","0.578085859947711","0.555521919543497","0.527252520234589","0.505640154592","0.487867695058248","0.452112549636129","0.446860792664774","0.411618051525684","0.397272255675349","0.35815987568711","0.33766389788185","0.342979564413717","0.336822168950769","0.326924822035446","0.308877721295619","0.293853567290213","","",
"Austria","AUT","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.389727688585285","0.390391989359327","0.345356212058392","0.336406476193965","0.324317721674411","0.324797742354215","0.331998839931088","0.3169710411662","0.30391340634809","0.285759664259969","0.269903894675854","0.284242009707014","0.275294329488671","0.285212554576078","0.274637878067163","0.264642406914111","0.237980937466745","0.217770976479537","0.205722424626953","0.188687307499613","0.199125110541779","0.183014043878217","0.166251738180848","0.16179816427516","0.148779642637136","0.146736713765506","0.138349738357609","0.138189936099869","0.125229151512564","0.122061879315575","","",
"Azerbaijan","AZE","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.41877348923018","1.3453418565067","2.0764756122822","1.99248169500979","1.69477880743703","1.82309858945738","1.47995244182462","1.33970621274362","1.20435928076072","1.09034891160358","1.01735347637479","0.863136130544728","0.770117196226589","0.747817045107015","0.6605168834283","0.531073961790332","0.388769577699618","0.274425575234376","0.267917740752382","0.203973563602512","0.182910551029792","0.200878368657387","0.202980319300052","0.191147089361695","0.19383299805391","0.220401958729746","0.229908449539767","0.229675556649469","0.226326094250837","0.235350855717437","","",
"Burundi","BDI","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0508727980344787","0.0606511782554918","0.0480328780899876","0.0528235960537294","0.0537789046247673","0.0602158023551693","0.0674888577339255","0.0674167131815364","0.0666739378036566","0.0694372383134819","0.0774187136998378","0.0570675228043873","0.0564895249367386","0.0427295416546509","0.0372129667379579","0.0357596768482282","0.0394892969450722","0.0371671789613905","0.0347769931529106","0.0332863829649397","0.0521464340764584","0.0589257982042601","0.0579375614075121","0.0551692904155182","0.0496769172355181","0.0467832185795088","0.0526419613426003","0.0632799437483184","0.079186255079385","0.0797319186098857","","",
"Belgium","BEL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.586801959025454","0.581100353444231","0.551583523850455","0.533293126401544","0.527824529267463","0.503491826417615","0.517066241971635","0.482682072319909","0.480237800087523","0.443981152386471","0.411667940457858","0.399558091875118","0.354266106120489","0.359838515406461","0.341238662521271","0.318157124246558","0.292181111679394","0.267510423965213","0.263550001306548","0.244538322556594","0.245856201232584","0.213483112310868","0.202822684215565","0.198196831062238","0.178984364325523","0.182633913739526","0.171098285324755","0.161592560987671","0.15601603425288","0.145203020174478","","",
"Benin","BEN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0526830628311954","0.0400038395742438","0.0393958952375344","0.0376602043912474","0.0348962924086244","0.0345333684231777","0.10510518405164","0.124919813639757","0.115948114224729","0.120200515817374","0.117662485147682","0.133862228710319","0.157811478255661","0.167448260439616","0.169593117378627","0.176918657954967","0.197564466994778","0.20922245276364","0.196681007797149","0.210003424002527","0.222063641728663","0.20340798474014","0.182652161144933","0.175220866221093","0.178063774734138","0.180472342378201","0.206315028056361","0.201921847263147","0.199629113580747","0.180553088908347","","",
"Burkina Faso","BFA","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0962951937626857","0.0871075108920002","0.0866349647746503","0.0833706711267361","0.0820882529608416","0.0802799866972949","0.0784896608910575","0.0794865568877611","0.0806800942047351","0.0867521586407582","0.0879353975233806","0.0832376745395795","0.0777317109776185","0.0766026459026969","0.0727754761323249","0.0649379126874636","0.0693544554809477","0.0737551674680159","0.0824681104279726","0.0809900575130222","0.0976828243332127","0.0964134881637558","0.109556471439289","0.108925209630252","0.106851631476498","0.119228284463129","0.104696235378196","0.108821964525053","0.10903763164862","0.108518489443971","","",
"Bangladesh","BGD","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.109715198264205","0.0964096445614224","0.0975678984520938","0.0967956790562204","0.0982626987753788","0.111908952620192","0.106920146891751","0.113381759444201","0.108174496091796","0.106464752213123","0.10644410480086","0.117967374977257","0.119028917096128","0.116318684212456","0.11478140696552","0.11192305515553","0.111708317202185","0.107512180557953","0.108908028107883","0.110870953083662","0.117291760013122","0.116121309481157","0.109128277625539","0.105343611057939","0.102386504066871","0.108470779978042","0.10211587868912","0.101510964258265","0.0971662557048157","0.0962143002366475","","",
"Bulgaria","BGR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.11812979169855","0.944125960770301","0.936767908813148","0.938389505950112","0.866709030885487","0.843115622848385","0.965484495216786","1.1086088455204","0.989611131827802","0.929421140119504","0.827431413833053","0.828604964439262","0.714477068185615","0.732337972779036","0.665707201367028","0.608842299826915","0.564584360516206","0.543740357930317","0.465510075703345","0.406434311683743","0.404479773483087","0.428986091240856","0.377401183419687","0.327924585264884","0.330416069090469","0.337532630837182","0.29066479109752","0.288835521562863","0.252955192546934","0.222918003587622","","",
"Bahrain","BHR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.806683734369868","0.67604173566144","0.734459614089278","0.677089767058651","0.679849491690363","0.648853398282531","0.639605243505801","0.621536143123284","0.630045435908149","0.594137733040065","0.567088892015263","0.558493636438973","0.559051224024815","0.537321784058698","0.488856390048905","0.512279281649416","0.507367672919769","0.466525957745641","0.463809318095485","0.448714084304059","0.446455195134922","0.429687115639564","0.41244551407136","0.426040015557717","0.443494247130556","0.489097855448312","0.474688846898069","0.428158095245052","0.413413717416035","0.429146218609677","","",
"Bahamas, The","BHS","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.356234653453797","0.374298645097266","0.479375187922833","0.37964688230037","0.356913385226221","0.355951241302942","0.315567685545766","0.262216117456323","0.342674619851928","0.296071888492856","0.26719518224329","0.253481946117091","0.262723372072442","0.258763767598595","0.236149827203311","0.207671727109401","0.195578456766654","0.189503999554581","0.197544330002147","0.574482922421595","0.188467650199721","0.226735705798544","0.30307222971543","0.240245730985169","0.203895093500785","0.174445271481153","0.159296059670524","0.158287430309077","0.19588957049234","0.191564111439512","","",
"Bosnia and Herzegovina","BIH","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.890437876965932","0.769957864914855","0.49751558940347","0.737410832228299","0.79945762354466","0.703251823242044","0.809235757295393","0.764491872363509","0.745300134998366","0.723629428459823","0.695254379989419","0.665217964896416","0.641638395721308","0.612412499720511","0.612448823647447","0.610393430596561","0.601625356643535","0.649953997419209","0.591185193089984","0.559866002529239","0.489555174426971","0.476338414899715","0.504680327947891","0.49201129641953","0.455753005704298","0.394352159288601","","",
"Belarus","BLR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.87470814013208","1.76903756261262","1.74964727009819","1.60649031845696","1.5106923200843","1.46871457958359","1.42760626253758","1.27095892357049","1.12199576377082","1.0268559834938","0.914346376120006","0.836756865032602","0.7837389082215","0.729911544828241","0.678225585994683","0.609038214490095","0.559233251744553","0.488930255753967","0.457073513560918","0.429818243556288","0.423298663491226","0.373607902100563","0.350449097554541","0.334455543076146","0.331295541650272","0.320201930294389","0.327392221637841","0.322582204818582","0.321469266896552","0.304696870348284","","",
"Belize","BLZ","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.398845468057235","0.451049240291011","0.457694495738403","0.395597939530808","0.37011450623176","0.368211966242128","0.280106722003275","0.339674435915345","0.316175375290808","0.260727723460437","0.247620081711226","0.271525305183766","0.249554120788607","0.219532214622985","0.176285633229805","0.17865217249953","0.179809186639278","0.176174279347307","0.165591349340779","0.482630570598026","0.180650648877257","0.211960150048704","0.218114674794913","0.143279794593496","0.147332160518492","0.202804130525065","0.193154365359909","0.192485047424251","0.18303673683285","0.174804759724356","","",
"Bermuda","BMU","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6392840392976","0.613392490738793","0.605208842146808","0.518680574361724","0.45284490764409","0.381883333722668","0.347198964560338","0.357761497458123","0.320218439889449","0.298106582953252","0.284025019848515","0.267843864102544","0.265329054192872","0.277131829164081","0.270773312526403","0.266260371517906","0.275405991479886","0.275864403857473","0.276736824948722","0.284104208979763","0.292135822681004","0.297855285600552","0.283468854417007","0.268323037106706","0.270137723589821","0.267721429423327","0.266026375683121","0.241289173188662","0.230879896900009","0.213402044511265","","",
"Brazil","BRA","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.198422461008244","0.197247224775339","0.196162683611816","0.189119397402871","0.180810530651348","0.18426192073688","0.192542327687393","0.196262678454312","0.199790876529944","0.203094789510099","0.198281991486644","0.194736548898029","0.185122836167805","0.175566429656215","0.170876561522367","0.162089493697185","0.153037478387094","0.147573997657735","0.146012224122568","0.13607787091943","0.142172452121599","0.140815210996784","0.151484007387795","0.155346687150715","0.160525604290924","0.160988213147883","0.152114887979525","0.151220420909744","0.137951827011049","0.133988725662451","","",
"Barbados","BRB","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.39240165593413","0.39496907666403","0.493045270600396","0.404948674100058","0.400326862029793","0.399290482403212","0.373590716113969","0.383716023089524","0.400494809223305","0.402910014847179","0.35979927837622","0.380741815579823","0.389006796212637","0.376080890467302","0.355917188224699","0.346610362575487","0.328023687819591","0.315019761382045","0.369380881919532","1.00294970940216","0.340546073955099","0.381437361359277","0.488081219557618","0.330288036548269","0.293830664688141","0.286377438849774","0.282789804959741","0.260915335013327","0.270563889681195","0.268304813062739","","",
"Brunei Darussalam","BRN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.225603824906044","0.219355984231297","0.217446056691478","0.231822060269937","0.239091335295919","0.241464586025554","0.242013179912723","0.261459837418986","0.22470528168338","0.210738550220495","0.213476983344357","0.202767090035671","0.18853987505415","0.214674524180368","0.192186277503726","0.181619936522172","0.2543266610193","0.23475794764798","0.260228474453198","0.261884633211106","0.229785841702316","0.221824051579829","0.207328219121981","0.212776966663423","0.212331158401119","0.246637819883853","0.294925714520293","0.281564806344737","0.28427720279579","0.24926528999627","","",
"Bhutan","BTN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0967486091750323","0.152696531356691","0.131748472111269","0.136707213124576","0.137344430602739","0.143583963906013","0.166961145952326","0.147972479421288","0.145426323504","0.132802493593747","0.131927217285813","0.130419449317514","0.120730379589596","0.118953791288765","0.121886822706562","0.121548914718526","0.110197169557849","0.0906527997901675","0.0795688114042663","0.0790015686005736","0.0871664513687108","0.116642434862658","0.115294159604432","0.118070895966941","0.112329960825449","0.111345993033804","0.120717848729445","0.116763134292974","0.119784414439502","0.111275376544107","","",
"Botswana","BWA","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.360044138285987","0.314866549226073","0.361579924812784","0.341316089384446","0.305612389808346","0.289661766184996","0.24603420869904","0.234743448185675","0.277025376817055","0.261279072971756","0.261544288044652","0.245012608850931","0.23685113937606","0.215938237012917","0.207364505451277","0.207312990168506","0.177346902459588","0.172404187646094","0.166486554995097","0.183901163277108","0.132720258075801","0.140113580757032","0.129873970977815","0.190476556198583","0.21567038300326","0.224653265274412","0.184484604510413","0.208219565334652","0.194650823301168","0.184078297959305","","",
"Central African Republic","CAF","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0841966172615439","0.0764352710309595","0.0855671026674261","0.08886029653942","0.0829384824236654","0.0757789452019067","0.0823619860466825","0.0768906323492528","0.0982526450570373","0.097586672423381","0.0978609610869848","0.0954317007314092","0.0906874429051701","0.0864857511406385","0.0794612061593529","0.0730321254450921","0.0706935402402867","0.0686624069837016","0.046760109742134","0.0427879911525485","0.040408625094632","0.0424622040378373","0.0409077682152875","0.0365330636708265","0.0404272838136526","0.0537302416460784","0.054377405581245","0.0524400871498925","0.0515895855391547","0.0512964284051539","","",
"Canada","CAN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.631223463907068","0.610817287491534","0.583970274139637","0.570723329304027","0.540229413412434","0.540008166744706","0.531942243606899","0.495030806494454","0.468725138192676","0.435351662372477","0.439177108685301","0.410065313532703","0.3988673642176","0.393824402286513","0.383902285835405","0.372052843997976","0.357538790730817","0.346417620773698","0.350314694241223","0.331823222815039","0.321719371458403","0.313056897237953","0.309954907653497","","",
"Central Europe and the Baltics","CEB","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.25831976312711","1.24272095940652","1.15181406350939","1.07864115309552","0.987602205499226","0.921658555336826","0.904543715423627","0.847405829401849","0.763946935362808","0.699979013827258","0.652739347904314","0.620172224551034","0.567665243724444","0.559227825176703","0.512664879758689","0.483352312753194","0.446209497861648","0.405101752355148","0.358631818424114","0.331126708489067","0.325214551807448","0.304340949656057","0.283611220170282","0.264554108651138","0.245535645045785","0.238640834351654","0.229383448681102","0.221704398862365","0.205271788378874","0.179349452037091","","",
"Switzerland","CHE","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.226495557948531","0.233052448842993","0.228109117473167","0.212123891264721","0.201025627441166","0.199865370401268","0.197291594076176","0.184016897822457","0.183551741337412","0.179022256539109","0.165430061464985","0.164762593289939","0.15409202588945","0.157297053107682","0.151909335756804","0.147668036258922","0.130699286026999","0.112587555949233","0.1086738945117","0.105690741733792","0.10532171105637","0.0897737263253931","0.0887162871214706","0.0864788148175154","0.0758024543757474","0.0714879456108584","0.0695638439955586","0.0662611883964897","0.0614286670933065","0.0591330226059897","","",
"Channel Islands","CHI","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.515514013826722","0.443430831768044","0.397555021203492","0.38309826524326","0.387398461220111","0.372831257357886","0.385965188305325","0.403588303739433","0.388457682176272","0.40198312753235","0.346873157433261","0.315878755837572","0.305672685523013","0.292530174076013","0.292434591040426","0.272779197823615","0.223180881704762","0.231954140171079","0.246559728140533","0.241221088045929","0.226567209245796","0.219019030151417","0.209475090697481","0.211373208614889","0.190021295634394","0.202786851550711","0.203586501880119","0.193106172839817","0.181156880837111","0.187397195484355","","",
"China","CHN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.95078978390174","1.82937138328391","1.64477220713791","1.54338509013328","1.39861873340676","1.37782534852447","1.22369592624697","1.12404338259707","1.06426616580627","0.949905717272037","0.908533452686458","0.864888493724083","0.842471894637223","0.870188363701936","0.893153479227297","0.883572473636911","0.840400850031772","0.778182375223442","0.716890977788475","0.698108135146887","0.684556300865349","0.670492989264482","0.630886708395863","0.616900293127545","0.584458145001035","0.554095606868497","0.527715339003565","0.507667952113188","0.483192442755125","0.456755454765074","","",
"Cote d'Ivoire","CIV","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0825503035911323","0.0821735330371223","0.0799622207934061","0.0836294812832506","0.0847892831103003","0.0845485126273712","0.0926226653304298","0.101903553197185","0.0970372923187942","0.129462223061307","0.120612841917318","0.12055207042118","0.128615440912694","0.102770568743946","0.0999172149100996","0.103113694180916","0.0943098377974679","0.0901903663754502","0.0965401450951996","0.0862924064726737","0.0840377028880718","0.0838482775719228","0.104853390896744","0.101733159059268","0.0940422183913998","0.0907755913993521","0.0851615045701009","0.0894526057653092","0.0788699647884296","0.0775197083470731","","",
"Cameroon","CMR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.125960289343424","0.304430564737156","0.30188128617229","0.269798104610002","0.207612418388669","0.200195628343864","0.191869208541413","0.184238139935067","0.180409912713627","0.161779917267182","0.165716023488186","0.153856308348688","0.144160328655774","0.136150360130598","0.12172070447869","0.113192503726854","0.107249769471447","0.120547652037712","0.119882012415243","0.127753921077137","0.122331266797802","0.11261659700434","0.108230045595944","0.109263795008071","0.109803018092961","0.106936135715801","0.107591994721798","0.101846406565171","0.100067743468269","0.0934225846683184","","",
"Congo, Dem. Rep.","COD","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.104190816478847","0.0602160119135605","0.0559519684264651","0.081088943568018","0.096094939600002","0.0892377631160935","0.0952530031610946","0.0992110037284112","0.100165815040477","0.0945814682036091","0.0774852996881107","0.0745544523803765","0.074941871566847","0.0843742924643714","0.0746718317243333","0.0777102949860691","0.0738428239690931","0.0733029763623006","0.0699010694003633","0.0662038474774411","0.064740953939352","0.0676292264219136","0.0612367915034215","0.0736500285836052","0.0819976986703606","0.0467874161010074","0.0318728620837095","0.0330368555412405","0.0333797232057177","0.0323219401042267","","",
